CharId,title,description,Uniqueness,FamilyName,FirstName,CourtesyName
3k_dlc05_ceo_node_career_generated_ringleader_01,"{'zh': '巧舌纳士', 'en': 'Ringleader'}","{'zh': '鼓动他人为其事业卖命的能力，自然是一把双刃剑。此人只要一开口，他人便会认真听从。', 'en': 'The ability to galvanise others to a cause can be both blessing and curse; regardless, when this one speaks, others listen keenly, and act.'}",,,,
3k_dlc05_ceo_node_career_generated_rogue_01,"{'zh': '多诈狡狯', 'en': 'Rogue'}","{'zh': '他们只需露出一丝苦笑，便几乎足以让人原谅他们的恶行。当然，只是几乎。', 'en': 'A flash of their wry smile is almost enough to forgive them their terrible deeds. Almost.'}",,,,
3k_dlc05_ceo_node_career_generated_saboteur_01,"{'zh': '成事煞星', 'en': 'Saboteur'}","{'zh': '“你之后打算做些什么可不关我的事，那是其他人职责所在。”', 'en': '""What you do afterwards is not my concern. That is somebody else\'s job.""'}",,,,
3k_dlc05_ceo_node_career_generated_thief_01,"{'zh': '惯犯名偷', 'en': 'Thief'}","{'zh': '此人有些……这么说吧：你最好把东西看紧咯。', 'en': ""This one is a bit… Put it this way: you'd best nail down what you want to hang on to.""}",,,,
3k_dlc05_ceo_node_career_generated_town_drunk_01,"{'zh': '嗜酒如命', 'en': 'Town Drunk'}","{'zh': '此人一刻也离不开杯中之物，一旦碰到酒便要痛饮一番。此人注定一事无成。', 'en': ""This one can't leave the bottle alone, nor put it down once they've picked it up; not really a suitable candidate – for anything!""}",,,,
3k_dlc05_ceo_node_career_generated_tribal_exile_01,"{'zh': '披发左衽', 'en': 'Tribal Exile'}","{'zh': '此人被自己同胞赶出了领地，只能四处流浪，再寻良机。', 'en': 'Cast out by their own people, this one is has left their own lands by necessity as much as a sense of adventure.'}",,,,
3k_dlc05_ceo_node_career_generated_trickster_01,"{'zh': '坑蒙拐骗', 'en': 'Trickster'}","{'zh': '此人总是在暗中筹划些什么，千万别过于信任！', 'en': 'This person always has a hidden agenda; do not trust them any further than you can throw them!'}",,,,
3k_dlc05_ceo_node_career_generated_wanderer_01,"{'zh': '久历四方', 'en': 'Wanderer'}","{'zh': '“我一生放荡不羁爱自由，失也好得也好，自有把握。”', 'en': '""I have walked my way since the beginning. Sometimes I give, sometimes I take – it is mine to know which and when.""'}",,,,
3k_dlc05_ceo_node_career_historical_cao_xing_01,"{'zh': '忠直善射', 'en': 'Loyal Sharpshooter'}","{'zh': '心存叛逆之徒都应当睁大眼睛提防曹性……否则就有可能被他夺去这双眼！', 'en': 'Potential traitors should keep an eye out for Cao Xing... or risk losing it!'}",,,,
3k_dlc05_ceo_node_career_historical_chen_ji_01,"{'zh': '决讼九江', 'en': 'Magistrate'}","{'zh': '身居两千石之位，陈纪早已对官场风云了然于心', 'en': 'An important cog of law administration, who is no stranger to the pressures of bureaucracy.'}",,,,
3k_dlc05_ceo_node_career_historical_cheng_pu_elder_01,"{'zh': '程公', 'en': 'Elder Cheng'}","{'zh': '程普的经验与智慧让他成为孙氏军队的中流砥柱。', 'en': ""Cheng Pu's experience and wisdom makes him a pillar of stability.""}",,,,
3k_dlc05_ceo_node_career_historical_cheng_yu_01,"{'zh': '刚戾务实', 'en': 'Ruthless Pragmatist'}","{'zh': '程昱深谙：身处战乱年代，即便最诡之道，有时亦可行之。', 'en': 'Cheng Yu knows that even the most unthinkable actions can become unavoidable in times of war.'}",,,,
3k_dlc05_ceo_node_career_historical_chunyu_qiong_01,"{'zh': '嗜酒失职', 'en': 'Drunken Incompetent'}","{'zh': '凡淳于琼所进之言，皆可反其道而行之。', 'en': 'Whatever Chunyu Qiong suggests, do the opposite.'}",,,,
3k_dlc05_ceo_node_career_historical_diaochan_01,"{'zh': '倾国倾城', 'en': 'Legendary Beauty'}","{'zh': '为讨貂蝉欢心，有人不惜铤而走险，有人不惜以身试法，冒天下之大不韪……', 'en': ""Some men will throw themselves into terrible danger in search of Diaochan's favour, and some would consider committing the blackest of crimes…""}",,,,
3k_dlc05_ceo_node_career_historical_gao_shun_01,"{'zh': '陷阵先锋', 'en': 'Formation Breaker'}","{'zh': '敌人会溃败，高顺则不然。', 'en': 'The enemy will break. Gao Shun will not.'}",,,,
3k_dlc05_ceo_node_career_historical_guo_si_01,"{'zh': '多疑恶徒', 'en': 'Paranoid Thug'}","{'zh': '郭汜树敌甚多，其假想的敌人甚至还更多！', 'en': 'Guo Si has many real enemies – and many more imagined ones!'}",,,,
3k_dlc05_ceo_node_career_historical_guo_tu_01,"{'zh': '智谋如鬼', 'en': 'Erratic Advisor'}","{'zh': '郭图刚强莽直，心中只生一计：进攻！', 'en': ""Guo Tu's advice is always the same: attack!""}",,,,
3k_dlc05_ceo_node_career_historical_han_dang_01,"{'zh': '忠勇之士', 'en': 'Loyal Mercenary'}","{'zh': '韩当的行事方式不拘小节，但恪尽职守、忠心耿耿。', 'en': ""Han Dang's modus operandi has often been compared to that of a mercenary. His loyalty and dedication to his masters is unwavering, however.""}",,,,
3k_dlc05_ceo_node_career_historical_han_hao_01,"{'zh': '屯田护军', 'en': 'Feeder of Armies'}","{'zh': '韩浩勇猛过人，亦通农桑之务，实乃奇才！', 'en': 'A courageous warrior and an adept agriculturalist, Han Hao is a valuable asset.'}",,,,
3k_dlc05_ceo_node_career_historical_hao_meng_01,"{'zh': '两面三刀', 'en': 'Treacherous Rogue'}","{'zh': '他一有机会就会在背后捅你一刀，但在此之前，郝萌的下三滥招数往往最为实用。', 'en': ""He'll stab you in the back as soon as he gets the chance, but until then Hao Meng's dirty tricks can be most useful.""}",,,,
3k_dlc05_ceo_node_career_historical_ji_ling_01,"{'zh': '以力服人', 'en': 'Blunt Instrument'}","{'zh': '纪灵认为绝大多数问题都可以单凭蛮力解决。', 'en': 'Ji Ling believes most problems can be solved through the overwhelming application of brute force.'}",,,,
3k_dlc05_ceo_node_career_historical_ju_shou_01,"{'zh': '澄思寂虑', 'en': 'Voice of Reason'}","{'zh': '沮授深知：欲速则不达。', 'en': 'Ju Shou knows the risks of haste and the value of patience.'}",,,,
3k_dlc05_ceo_node_career_historical_lady_bian_01,"{'zh': '谦卑巾帼', 'en': 'Humble Matriarch'}","{'zh': '曹氏家族是一群倔强之人，需要耐心和智慧才能管理好他们。', 'en': 'It takes patience and wisdom to manage the fractious brood that is the Cao family.'}",,,,
3k_dlc05_ceo_node_career_historical_lady_mi_01,"{'zh': '果决刚烈', 'en': 'Steadfast Loyalist'}","{'zh': '糜夫人为保护亲眷，会不惜牺牲性命。', 'en': 'Lady Mi will do anything to protect her family – even if it means sacrificing herself.'}",,,,
3k_dlc05_ceo_node_career_historical_li_jue_01,"{'zh': '邪佞狂徒', 'en': 'Vicious Strongman'}","{'zh': '李傕认为战争不过是朝堂之争通过另一种手段的延续罢了。', 'en': ""In Li Jue's view, politics is just the continuation of war by other means.""}",,,,
3k_dlc05_ceo_node_career_historical_lou_gui_01,"{'zh': '梦梅居士', 'en': 'Mengmei Householder'}","{'zh': '娄子伯献寒天筑垒之策，却不以为功', 'en': 'Lou Gui will summon fortifications from the air itself,  but he expects to be rewarded…'}",,,,
3k_dlc05_ceo_node_career_historical_lu_lingqi_01,"{'zh': '飞将之女', 'en': 'Daughter of the Dragon'}","{'zh': '有话道有其父必有其女。吕布之女虽姿容艳丽，却危险致命，真可谓巾帼不让须眉。', 'en': ""The apple doesn't fall far from the tree. Lü Bu's daughter is as beautiful as she is deadly.""}",,,,
3k_dlc05_ceo_node_career_historical_mao_jie_01,"{'zh': '清公素履', 'en': 'Enforcer of Morals'}","{'zh': '谁能选用清廉正直之士？毛玠。', 'en': 'Who watches the watchmen? In this case, Mao Jie.'}",,,,
3k_dlc05_ceo_node_career_historical_pang_ji_01,"{'zh': '恶毒鬼祟', 'en': 'Vindictive Sneak'}","{'zh': '竞争残酷，逢纪为求上位，会不择手段，极尽其所能。', 'en': 'Ruthlessly competitive, Pang Ji will employ whatever dirty trick he can to come out on top.'}",,,,
3k_dlc05_ceo_node_career_historical_shen_pei_01,"{'zh': '踏实可靠', 'en': 'The Dependable'}","{'zh': '当众人纷纷冲昏了头脑，审配却能继续保持清醒，主持大小事务。', 'en': 'When everyone else is losing their heads, Shen Pei can be trusted to keep things going.'}",,,,
3k_dlc05_ceo_node_career_historical_tian_feng_01,"{'zh': '刚直智士', 'en': 'Forthright Advisor'}","{'zh': '田丰言之有物，可惜忠言逆耳……', 'en': ""Tian Feng's advice is usually good – though it's not always what people want to hear...""}",,,,
3k_dlc05_ceo_node_career_historical_xu_shao_01,"{'zh': '敏锐相士', 'en': 'Astute Analyst'}","{'zh': '许劭善于相人，乃世所罕见。', 'en': ""Few can dissect a person's character as keenly as Xu Shao.""}",,,,
3k_dlc05_ceo_node_career_historical_xu_shu_early_01,"{'zh': '义侠书生', 'en': 'Reformed Vigilante'}","{'zh': '徐庶少好任侠击剑，尝为人报仇，历艰难得脱。于是弃其刀戟，更疏巾单衣，折节学问。得义理精熟，亦化理为兵。', 'en': 'Xu Shu once wandered the lands as a roaming swordsman - but now his mind is his sharpest weapon.'}",,,,
3k_dlc05_ceo_node_career_historical_xu_you_01,"{'zh': '谋术多端', 'en': 'Inveterate Schemer'}","{'zh': '“我有一计……”', 'en': '""I have a cunning plan...""'}",,,,
3k_dlc05_ceo_node_career_historical_yang_feng_01,"{'zh': '白波将军', 'en': 'White Wave Warlord'}","{'zh': '白波将军审时度势，总是选择最有利可图的盟友。', 'en': 'The White Wave warlord reads the tides of time, and his allegiances always lie with those most beneficial to him.'}",,,,
3k_dlc05_ceo_node_career_historical_yang_hong_01,"{'zh': '雅望高士', 'en': 'Respected Advisor'}","{'zh': '“主公才略过人，当可容某献上一言……？”', 'en': '""Your wisdom is without question, but if I could but offer a suggestion…?""'}",,,,
3k_dlc05_ceo_node_career_historical_yu_fan_01,"{'zh': '狂直谋臣', 'en': 'Abrasive Advisor'}","{'zh': '心胸狭隘之人求助虞翻当多加宽心，直面其言', 'en': 'Those with sensitive egos should beware of asking advice from Yu Fan. '}",,,,
3k_dlc05_ceo_node_career_historical_yuan_huan_01,"{'zh': '农学大家', 'en': 'Agricultural Reformer'}","{'zh': '只要能追求其改革大业，袁涣并不在乎侍奉于何人帐下。', 'en': 'Yuan Huan cares not whom he serves, so long as he can pursue his reformist interests.'}",,,,
3k_dlc05_ceo_node_career_historical_yuan_tan_01,"{'zh': '失宠之子', 'en': 'Unfavoured Son'}","{'zh': '对袁谭而言，显赫的家世既是优势，也是负担——尤其是有着这么一位野心勃勃的父亲。', 'en': ""A prestigious lineage can be both a boon and a burden – especially when your father is as ambitious as Yuan Tan's.""}",,,,
3k_dlc05_ceo_node_career_historical_zang_ba_01,"{'zh': '狡诈多端', 'en': 'Crafty Operator'}","{'zh': '乱世浮沉为阶梯，臧霸足以任先登！', 'en': 'Chaos is a ladder, and one Zang Ba is well equipped to climb.'}",,,,
3k_dlc05_ceo_node_career_historical_zao_zhi_01,"{'zh': '首倡屯田', 'en': 'Father of the Tuntian'}","{'zh': '枣祗深知：国之根基，水土万民', 'en': 'Zao Zhi knows that all kingdoms are founded upon two things: the people and the land.'}",,,,
3k_dlc05_ceo_node_career_historical_ze_rong_01,"{'zh': '卑鄙狡狯', 'en': 'Populist Rogue'}","{'zh': '笮融表面上劫富济贫，实际上却私吞财物，中饱私囊。', 'en': 'Ze Rong steals from the rich to feed the poor. And himself. Mostly himself.'}",,,,
3k_dlc05_ceo_node_career_historical_zhang_fang_01,"{'zh': '黑山少主', 'en': 'Prince of Black Mountain'}","{'zh': '飞燕之子，不逊乃父。', 'en': ""The son of the 'Flying Swallow' is no less of a man than his father.""}",,,,
3k_dlc05_ceo_node_career_historical_zhang_hong_01,"{'zh': '文理意正', 'en': 'Adept Diplomat'}","{'zh': '机智敏捷，举止镇定，张纮在不同宫廷之间游刃有余。', 'en': 'With a quick wit and unflappable demeanour, Zhang Hong moves between courts with consummate ease.'}",,,,
3k_dlc05_ceo_node_career_historical_zhang_miao_01,"{'zh': '八面玲珑', 'en': 'Friend to All'}","{'zh': '张邈虽好广交豪杰，然其友多水火不容。', 'en': ""Zhang Miao has friends everywhere. It's a shame they all hate each other.""}",,,,
3k_dlc05_ceo_node_career_historical_zhang_xiu_01,"{'zh': '能屈能伸', 'en': 'Reed in the Wind'}","{'zh': '张绣有灵活应变之才，是局势大好之蜜，亦是局势变化之毒，当局势有变，且多加留心......', 'en': ""Zhang Xiu's flexibility is an asset when times a good, but keep an eye on him if the tables turn…""}",,,,
3k_dlc05_ceo_node_career_historical_zhang_zhao_01,"{'zh': '忠謇方直', 'en': 'Stern Advisor'}","{'zh': '即便是最强大的雄主，偶尔也需要臣属直言劝诫。张昭就是这样一位勇于谏言，值得信赖之人。', 'en': 'Even the mightiest warlords need a sharp rebuke from time to time. Zhang Zhao can be relied upon to provide it. '}",,,,
3k_dlc05_ceo_node_career_historical_zhou_tai_scarred_01,"{'zh': '肤如刻画', 'en': 'Man of Many Scars'}","{'zh': '战如熊虎，不惜躯命，被创数十，肤如刻画', 'en': 'His scar-riddled skin is a canvas of stories, telling of countless bloody battles past.'}",,,,
3k_dlc06_ceo_node_career_generated_common_earth_01_01,"{'zh': '新授虎符', 'en': 'Novice Commander'}","{'zh': '尽管志存高远，急于一展所长，但此人总归只是个战场白丁。', 'en': 'Although eager to show their prowess, this general is nevertheless relatively new to war.'}",,,,
3k_dlc06_ceo_node_career_generated_common_earth_01_02,"{'zh': '指挥若定', 'en': 'Capable Commander'}","{'zh': '此人虽尚需磨砺雕琢，但已有资格在战场上博取功名。', 'en': 'Although they have much yet to learn, this commander has begun to earn their scars in battle.'}",,,,
3k_dlc06_ceo_node_career_generated_common_earth_01_03,"{'zh': '卓越统帅', 'en': 'Adept Commander'}","{'zh': '世上可还有此人未曾通晓的军务及战法？屈指可数。', 'en': 'What is there to know of war that this one does not already know? Very little, it seems!'}",,,,
3k_dlc06_ceo_node_career_generated_common_earth_02_01,"{'zh': '初入官场', 'en': 'Fledgling Administrator'}","{'zh': '治民当知百业，识生计，此人不过初窥门径而已。', 'en': 'To govern is to know many things, and this one knows only the basics, so far.'}",,,,
3k_dlc06_ceo_node_career_generated_common_earth_02_02,"{'zh': '肱股之臣', 'en': 'Competent Administrator'}","{'zh': '此人对吏治已颇有心得，假以时日，必将成为朝廷的肱股之臣。', 'en': 'Given time and investment, they will become a most capable leader. They are already on their way.'}",,,,
3k_dlc06_ceo_node_career_generated_common_earth_02_03,"{'zh': '王佐之才', 'en': 'Seasoned Administrator'}","{'zh': '城池如绢，政令若笔，绘出丰年人乐业的曼妙画卷。', 'en': 'If governance is an art, then the city is a canvas, and this one a true painter.'}",,,,
3k_dlc06_ceo_node_career_generated_common_fire_01_01,"{'zh': '新任小吏', 'en': 'Beginner Coinmaster'}","{'zh': '处事或许拙手拙脚，但并不缺乏精明鉴识之能。', 'en': 'They may fumble their coin more often than not, but they have a budding eye for value and prudence.'}",,,,
3k_dlc06_ceo_node_career_generated_common_fire_01_02,"{'zh': '精明吏曹', 'en': 'Versed Coinmaster'}","{'zh': '户部不计无用之数，亦不纳无用之人。', 'en': ""The counting of coin is no fool's errand, and it is certain that this one is no fool.""}",,,,
3k_dlc06_ceo_node_career_generated_common_fire_01_03,"{'zh': '丰财尚书', 'en': 'Scrupulous Coinmaster'}","{'zh': '可使之掌支计、主财帛。', 'en': 'The master of all they survey, and they mostly survey money.'}",,,,
3k_dlc06_ceo_node_career_generated_common_fire_02_01,"{'zh': '新进驯师', 'en': 'Fresh Tamer'}","{'zh': '徒有爱惜之情，然则对驯兽之术一窍不通。', 'en': 'Whilst this one has a love for animals, they are thoroughly unversed in their ways.'}",,,,
3k_dlc06_ceo_node_career_generated_common_fire_02_02,"{'zh': '精英驯师', 'en': 'Professional Tamer'}","{'zh': '鞭打并非唯一令野兽臣服之术。', 'en': 'A whipcrack is no longer required to bring these beasts to heel.'}",,,,
3k_dlc06_ceo_node_career_generated_common_fire_02_03,"{'zh': '剽悍驯师', 'en': 'Fearsome Tamer'}","{'zh': '只待主人挥鞭怒喝，猛兽顷刻纵入战场。', 'en': ""The crack of the whip and the cry of battle sends beasts to war at their master's command.""}",,,,
3k_dlc06_ceo_node_career_generated_common_metal_01_01,"{'zh': '天赋小将', 'en': 'Amateur General'}","{'zh': '虽沙场初试，已初现峥嵘，此子建功立业，指日可待……', 'en': 'This one tries at war, but has yet to find much success. Give it time, however…'}",,,,
3k_dlc06_ceo_node_career_generated_common_metal_01_02,"{'zh': '沙场宿将', 'en': 'Professional General'}","{'zh': '此人战法已熟稔于心，信手拈来。 ', 'en': 'War is to them as breathing is to others; natural and necessary. '}",,,,
3k_dlc06_ceo_node_career_generated_common_metal_01_03,"{'zh': '铁血悍将', 'en': 'Brutal General'}","{'zh': '无论何种骇人之事，危机之局，在此人看来皆为寻常。', 'en': ""That which others would call horrendous, is but a day's work to this general.""}",,,,
3k_dlc06_ceo_node_career_generated_common_metal_02_01,"{'zh': '入伍新丁', 'en': 'Newcomer Warrior'}","{'zh': '有心而无力，有胆而无技，日夜操练，方能兼而得之。', 'en': 'Eager and skilled are not common aquaintances. Yet in time, the two can become the same.'}",,,,
3k_dlc06_ceo_node_career_generated_common_metal_02_02,"{'zh': '勇武过人', 'en': 'Skilled Warrior'}","{'zh': '兵刃在手，如臂使指。', 'en': 'You put a weapon in their hand, they will use it, and use it well.'}",,,,
3k_dlc06_ceo_node_career_generated_common_metal_02_03,"{'zh': '冠绝三军', 'en': 'Extraordinary Warrior'}","{'zh': '此人之战技已臻化境，敌虽众，可使无斗。', 'en': 'One fighter after another lines up to be felled by their superior, transcendental skill.'}",,,,
3k_dlc06_ceo_node_career_generated_common_water_01_01,"{'zh': '阴毒之士', 'en': 'Sneaky Chief'}","{'zh': '始于不足道的欺瞒与遁词，却如燎原野火般蔓延……', 'en': 'Subterfuge and deception begin in the most basic of acts, then rage like fire…'}",,,,
3k_dlc06_ceo_node_career_generated_common_water_01_02,"{'zh': '诡计多端', 'en': 'Cunning Chief'}","{'zh': '切不可尽信其言，恐有欺瞒……', 'en': 'Beware their words, for they do not always carry the meaning you would wish…'}",,,,
3k_dlc06_ceo_node_career_generated_common_water_01_03,"{'zh': '口蜜腹剑 ', 'en': 'Insidious Chief '}","{'zh': '阳与之善，啖以甘言，而阴陷之。', 'en': 'Their ways drip sweet like honey, yet conceal the poison blade amongst the saccharine talk.'}",,,,
3k_dlc06_ceo_node_career_generated_common_water_02_01,"{'zh': '未有建树', 'en': 'Untested Official'}","{'zh': '虽身居施政之职，尚不识治民之法。', 'en': 'Although ready to govern, there is a world of knowledge they yet need to know.'}",,,,
3k_dlc06_ceo_node_career_generated_common_water_02_02,"{'zh': '乐善好施', 'en': 'Accommodating Official'}","{'zh': '宽以恤民，政致康乂。', 'en': 'If it is within their power, they will do it, for the benefit of the people.'}",,,,
3k_dlc06_ceo_node_career_generated_common_water_02_03,"{'zh': '宽仁官吏', 'en': 'Magnanimous Official'}","{'zh': '心存善念的掌权之人方能泽后人之惠，惟愿其恶念不生，恶缘不兴……', 'en': 'Those with both power and good intent can do wonderful things should they succeed in keeping evil thoughts at bay...'}",,,,
3k_dlc06_ceo_node_career_generated_common_wood_01_01,"{'zh': '精打细算', 'en': 'Thrifty Leader'}","{'zh': '常言道，俭能留财。', 'en': 'A coin not spent is a coin saved, they always say.'}",,,,
3k_dlc06_ceo_node_career_generated_common_wood_01_02,"{'zh': '机敏领袖', 'en': 'Resourceful Leader'}","{'zh': '能白手起家，从无到有，或许是身为父母官最珍贵的才能。', 'en': 'It is known that as a leader, a valuable skill is conjuring something from nothing.'}",,,,
3k_dlc06_ceo_node_career_generated_common_wood_01_03,"{'zh': '物阜民熙', 'en': 'Providing Leader'}","{'zh': '所得之尽皆用之于民，此之谓爱民如子。', 'en': 'What can be sourced by this leader is then shared with their people; that is true leadership.'}",,,,
3k_dlc06_ceo_node_career_generated_common_wood_02_01,"{'zh': '政令生疏', 'en': 'Untried Bureaucrat'}","{'zh': '知之为知之，然则知之并非治之。', 'en': 'The ways of governance are known to them, in theory. In practice, however…'}",,,,
3k_dlc06_ceo_node_career_generated_common_wood_02_02,"{'zh': '行之有法', 'en': 'Practiced Bureaucrat'}","{'zh': '时间与经验将初入官署的愣头青熬成了能吏。', 'en': 'Time and experience have turned this once-green would-be into a skilled manager of affairs.'}",,,,
3k_dlc06_ceo_node_career_generated_common_wood_02_03,"{'zh': '经世之材', 'en': 'Economical Bureaucrat'}","{'zh': '精明的眼光与敏锐的洞察成就经世治国之才。', 'en': 'A shrewd, keen eye lends itself well to the business of governing, and managing economic interests.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_earth_01,"{'zh': '乡间理事', 'en': 'Basic Steward'}","{'zh': '此人虽无赫赫之功，却也尽力令治下百姓安居乐业。', 'en': 'To maintain the household. That is their job. Nothing more.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_earth_02,"{'zh': '处置有方', 'en': 'Experienced Steward'}","{'zh': '官场经验日丰，治民之职亦日重。', 'en': 'As a steward gains in experience, so too do their responsibilities over the estate they manage.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_earth_03,"{'zh': '国之栋梁', 'en': 'Veteran Steward'}","{'zh': '国之重臣当以一己之身侍奉国是，代天子稳江山，安社稷。', 'en': ""Such is the steward's skill, that they essentially own the estate in lieu of the true lord of the land.""}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_fire_01,"{'zh': '初掌事务 ', 'en': 'Novice Chieftain '}","{'zh': '孔子曰：道之以德。奈何此人行事并无章法。', 'en': 'To be chieftain is to command respect, and this chief... barely does.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_fire_02,"{'zh': '英明酋首', 'en': 'Skilled Chieftain'}","{'zh': '天道酬勤，此人成为一族之长绝非受他人恩惠或运气使然。', 'en': 'This chieftain has endured not through luck or favour, but a skill all their own.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_fire_03,"{'zh': '威慑四方', 'en': 'Powerful Chieftain'}","{'zh': '真正的酋长可力拔山河，威不可测，部民皆数拜伏。', 'en': 'Strength defines a true chief, and strength also defines this one.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_metal_01,"{'zh': '寻常守将', 'en': 'Basic Bastion'}","{'zh': '惜乎，守军志气虽立，然御敌工事不坚。', 'en': 'The will to protect is often far stronger than the actual ability to do so.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_metal_02,"{'zh': '守若铁壁', 'en': 'Resilient Bastion'}","{'zh': '沙场磨砺，战火淬炼。此人已熟稔虚实兼用，防守御敌游刃有余。', 'en': 'Time, effort, and many battles, has made this one a resilient wall against foes.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_metal_03,"{'zh': '稳若泰山', 'en': 'Expert Bastion '}","{'zh': '坚定不移，寸土不让。', 'en': 'They move for no-one.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_water_01,"{'zh': '羽翼未丰', 'en': 'Initiate Commander'}","{'zh': '此子首次领兵，不当大任。不过略识兵法尔，毛羽不丰。', 'en': 'They have a smattering of elemental strategy, but no more.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_water_02,"{'zh': '足智多谋', 'en': 'Guileful Commander'}","{'zh': '审时度势、戒骄戒躁、越挫越勇，方知何为战。', 'en': 'Study and patience, and more than a few defeats, have given this commander a greater knowledge of war.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_water_03,"{'zh': '挥斥方遒', 'en': 'Artful Commander'}","{'zh': '此人堪当今世统帅之楷模。', 'en': 'They are the very model of a modern major general.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_wood_01,"{'zh': '血性领袖', 'en': 'Eager Leader'}","{'zh': '未经战阵，技艺不精，惟以一腔热血补之。', 'en': 'What they lack in quantifiable experience they make up for with sheer enthusiasm.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_wood_02,"{'zh': '果决坚定', 'en': 'Resolute Leader'}","{'zh': '其志之坚，坚如磐石，无可撼动。', 'en': 'Once their mind is made up, it can be staggeringly difficult to alter their course.'}",,,,
3k_dlc06_ceo_node_career_generated_exceptional_wood_03,"{'zh': '总揽大局', 'en': 'Masterful Leader'}","{'zh': '战场亦如商场，任凭其统筹谋划。', 'en': 'War is their business, and business – it seems – is good.'}",,,,
3k_dlc06_ceo_node_career_generated_rare_earth_01,"{'zh': '初入官场', 'en': 'Apprentice Executive'}","{'zh': '此子犹须勤学，若是悉心栽培，花费些光景，可成大器。', 'en': 'They have much to learn. But with an abundance of time – and the right tutelage – they could be a contender for greatness.'}",,,,
3k_dlc06_ceo_node_career_generated_rare_earth_02,"{'zh': '老成公吏', 'en': 'Tested Executive'}","{'zh': '世人只夸其知人善用，却不知其为辨材增损之岁月。', 'en': 'To manage people is to know people. And to know people is the work of many hard years.'}",,,,
