CharId,title,description,Uniqueness,FamilyName,FirstName,CourtesyName
3k_dlc06_ceo_node_career_generated_rare_earth_03,"{'zh': '治世循吏', 'en': 'Superior Executive'}","{'zh': '需得奋身独步，方能成为非常之人。或慷慨解囊，或杀人如麻，皆为登顶之途。', 'en': 'They have come far because they worked at it, being generous where they could, and ruthless when they needed to be.'}",,,,
3k_dlc06_ceo_node_career_generated_rare_fire_01,"{'zh': '鲁莽冒进', 'en': 'Reckless Vanguard'}","{'zh': '此人擅以战意补足战技之缺，然则其战技亦不可小觑。', 'en': 'If they lack anything in skill – and it is not to say they do – then it is compensated greatly by pure verve.'}",,,,
3k_dlc06_ceo_node_career_generated_rare_fire_02,"{'zh': '斗志昂扬', 'en': 'Energetic Vanguard'}","{'zh': '经年累月的杀戮早已将怜悯之心冲刷殆尽。冲锋陷阵时，唯有蛮狠与无情的怒火如影随形。', 'en': ""Years of war have worn this one's mercy down to all but nothing – brutal, unrelenting fury follows their charge.""}",,,,
3k_dlc06_ceo_node_career_generated_rare_fire_03,"{'zh': '冷酷先锋', 'en': 'Ruthless Vanguard'}","{'zh': '此生为战尔，力战而亡，死得其所！', 'en': 'The fight is all that matters – if their life is to be forfeit, so be it!'}",,,,
3k_dlc06_ceo_node_career_generated_rare_metal_01,"{'zh': '纸上谈兵', 'en': 'Untried Strategist'}","{'zh': '初出茅庐的谋士，战前纸上谈兵，阵中方寸大乱。', 'en': ' They understand what they can, but falter in situations beyond that which they have studied.'}",,,,
3k_dlc06_ceo_node_career_generated_rare_metal_02,"{'zh': '深谋远虑', 'en': 'Prepared Strategist'}","{'zh': '战争的残酷磨砺出其不曾有的锋芒。', 'en': 'The reality of war has given them an edge that hitherto they were lacking.'}",,,,
3k_dlc06_ceo_node_career_generated_rare_metal_03,"{'zh': '铁血军将', 'en': 'Merciless Strategist'}","{'zh': '若由其谋划军势，则众将士不过傀儡棋子，随时沦为弃子。', 'en': 'The framework of war is theirs to command now, and they manipulate with callous disregard for the cost.'}",,,,
3k_dlc06_ceo_node_career_generated_rare_water_01,"{'zh': '初临战阵', 'en': 'Novice Captain'}","{'zh': '战场便是血勇之人和沙场老兵的舞台。然而，谁人都有初次亮相的时候。', 'en': 'War is the business of the blooded and tested, but they all have to start somewhere.'}",,,,
3k_dlc06_ceo_node_career_generated_rare_water_02,"{'zh': '兵贵神速', 'en': 'Efficient Captain'}","{'zh': '气魄不显，刚猛不足，亦难掩其破敌之神速。', 'en': ""Some may say this captain lacks a certain flair and bloody streak, but nobody says they don't get the job done quickly.""}",,,,
3k_dlc06_ceo_node_career_generated_rare_water_03,"{'zh': '悍勇无双', 'en': 'Unmatched Captain'}","{'zh': '这员猛将一身本领出神入化，游走战场之间，竟是无人能敌。', 'en': 'Nobody has a greater skill and speed for the business of battle than this one.'}",,,,
3k_dlc06_ceo_node_career_generated_rare_wood_01,"{'zh': '未经刀兵', 'en': 'Unbloodied Fighter'}","{'zh': '空有求战之志，却不曾见识刀兵之残忍……', 'en': 'One can have the desire to fight, in theory, but have very little understanding of what it actually entails…'}",,,,
3k_dlc06_ceo_node_career_generated_rare_wood_02,"{'zh': '久经战阵', 'en': 'Enduring Fighter'}","{'zh': '久经战阵之人早已深谙持久之道，鏖战不止，乃至超越极限。', 'en': 'What marks this one apart from the others is their ability to continue fighting, long after it is reasonable to stop.'}",,,,
3k_dlc06_ceo_node_career_generated_rare_wood_03,"{'zh': '疆场虎将', 'en': 'Redoubtable Fighter'}","{'zh': '此将宛若一尊杀神，兵刃高举，将恐惧与怯懦刻入敌军心底。', 'en': 'To see them on the battlefield, weapons drawn, is to inspire fear and retreat in the heart of any who face them.'}",,,,
3k_dlc06_ceo_node_career_historical_shi_hui_01,"{'zh': '空有雄心', 'en': 'Naively Ambitious'}","{'zh': '此人眼中空有权力，却不知掌权之道。', 'en': 'This one sees only power, and never the way to it.'}",,,,
3k_dlc06_ceo_node_career_historical_shi_kuang_01,"{'zh': '铮骨谋臣', 'en': 'Unbiased Advisor'}","{'zh': '此人秉持公允之道，虽致主公愠怒仍能铮铮直言。', 'en': 'This advisor will always speak objectively, even if it draws the ire of the powerful.'}",,,,
3k_dlc06_ceo_node_career_historical_shi_wei_01,"{'zh': '即鹿无虞', 'en': 'Rash Judge'}","{'zh': '决断必当审慎客观，但……', 'en': 'Judgement should never be swift or subjective; and yet…'}",,,,
3k_dlc06_ceo_node_career_historical_shi_xin_01,"{'zh': '士家忠良', 'en': 'Faithful of Shi'}","{'zh': '对大业须全情投入，否则与叛主无异。', 'en': 'There must be only total devotion to the cause; anything less is as good as treason.'}",,,,
3k_dlc06_ceo_node_career_historical_shi_zhi_01,"{'zh': '非长非幼', 'en': 'The Middle Child'}","{'zh': '夹在长兄与幼弟之间，是否比死还难受？', 'en': 'To be stuck between the oldest and the youngest – a fate worse than death?'}",,,,
3k_main_ceo_node_career_generated_agent_earth_01,"{'zh': '传道布训', 'en': 'Preacher'}","{'zh': '此人笃信其道，四处传布，纵使道外之人，亦为之心动', 'en': 'A zealously made point, delivered with wild-eyed conviction, can inspire and incite even the staunchest non-believer.'}",,,,
3k_main_ceo_node_career_generated_agent_fire_01,"{'zh': '避实击虚', 'en': 'Guerrilla'}","{'zh': '「贼军虽数倍于我，若出奇兵，必能制胜！」', 'en': '""We might be vastly outnumbered, but never underestimate the element of surprise!""'}",,,,
3k_main_ceo_node_career_generated_agent_metal_01,"{'zh': '府中耳目', 'en': 'Agent'}","{'zh': '“我有使命在身，成事与否关乎我的荣誉。让开吧。”', 'en': '""I am charged with a duty that I am honour-bound to prosecute. Stand aside.""'}",,,,
3k_main_ceo_node_career_generated_agent_water_01,"{'zh': '操纵自如', 'en': 'Manipulator'}","{'zh': '此人隐于幕后操纵一切，精通阴谋诡计', 'en': 'Always working behind the scenes, this individual is a master of intrigue.'}",,,,
3k_main_ceo_node_career_generated_agent_wood_01,"{'zh': '当地豪杰', 'en': 'Local Hero'}","{'zh': '不是所有的英雄都会穿铠甲，不过有些还是会穿的。', 'en': 'Not all heroes wear armour. But some, also, do.'}",,,,
3k_main_ceo_node_career_generated_envoy_earth_01,"{'zh': '亲遣质任', 'en': 'Outsider'}","{'zh': '此人虽被对方家族接纳，但仍如涸辙之鲋', 'en': 'Accepted by their surrogate family, but nevertheless still a fish out of water.'}",,,,
3k_main_ceo_node_career_generated_envoy_fire_01,"{'zh': '激昂慷慨', 'en': 'Militant'}","{'zh': '刀兵将至，备者先行', 'en': 'When war comes, those who stay ready are first to be called.'}",,,,
3k_main_ceo_node_career_generated_envoy_metal_01,"{'zh': '研桑心计', 'en': 'Trader'}","{'zh': '此人行商长袖善舞，颇有端木遗风', 'en': 'People-skills, coupled to an aptitude for business, make this one a crafty merchant indeed.'}",,,,
3k_main_ceo_node_career_generated_envoy_water_01,"{'zh': '奇谋百出', 'en': 'Advisor'}","{'zh': '谗言乃大敌，知己乃挚友', 'en': 'There is no worse enemy than bad advice, and few better friends than a wise confidant.'}",,,,
3k_main_ceo_node_career_generated_envoy_wood_01,"{'zh': '一乡之长', 'en': 'Village Chief'}","{'zh': '此人坚贞自信，可治一村', 'en': 'To lead a community takes confidence, focus and integrity, which this one has in abundance.'}",,,,
3k_main_ceo_node_career_generated_general_earth_01,"{'zh': '决胜千里', 'en': 'Officer'}","{'zh': '虎将治军，匹夫亦可战；匹夫为帅，虎将不能行', 'en': 'It is better to have an army of donkeys led by a tiger, than an army of tigers led by a donkey.'}",,,,
3k_main_ceo_node_career_generated_general_fire_01,"{'zh': '勇冠三军', 'en': 'Warrior'}","{'zh': '氓隶之辈亦可奋兵而战，然凛然向死者，真勇士也', 'en': 'Any simpleton can wield a weapon and fight, but a resolute acceptance of death marks out the true warrior.'}",,,,
3k_main_ceo_node_career_generated_general_metal_01,"{'zh': '坚守不屈', 'en': 'Guard'}","{'zh': '此人刚毅坚强，尽忠职守', 'en': 'A stalwart protector, they never fall asleep at their post.'}",,,,
3k_main_ceo_node_career_generated_general_water_01,"{'zh': '运筹帷幄', 'en': 'Tactician'}","{'zh': '每逢战事，此人必先行侦查，免遭敌军破袭之苦', 'en': 'When it comes to strategy and battlefield manoeuvres, the devil is very much in the detail.'}",,,,
3k_main_ceo_node_career_generated_general_wood_01,"{'zh': '百战民兵', 'en': 'Militia Veteran'}","{'zh': '「十五从军征，八十始得归...」兵老知多，战多识广；欲问兵戈，此为良师。', 'en': 'This veteran has seen it all, done it all, and he will almost certainly tell you about it, given the chance.'}",,,,
3k_main_ceo_node_career_generated_governor_earth_01,"{'zh': '泰平卫士', 'en': 'Peacekeeper'}","{'zh': '不惜一切，捍卫和平', 'en': 'Conflict must be prevented by any means necessary.'}",,,,
3k_main_ceo_node_career_generated_governor_fire_01,"{'zh': '鹰犬耳目', 'en': 'Inspector'}","{'zh': '此人见微知著，任上总能明察秋毫', 'en': 'Paying close attention to detail, this one is always aware of the goings-on in their jurisdiction.'}",,,,
3k_main_ceo_node_career_generated_governor_metal_01,"{'zh': '主簿佐吏', 'en': 'Clerk'}","{'zh': '勤学苦练，方可字句无遗', 'en': 'An expert notary, they know that effective record-keeping is only achieved through stubborn diligence.'}",,,,
3k_main_ceo_node_career_generated_governor_water_01,"{'zh': '饱学多才', 'en': 'Academic'}","{'zh': '此人孜孜不倦，深晓经论', 'en': 'This one sees the value of institutionalised learning, and has embraced it.'}",,,,
3k_main_ceo_node_career_generated_governor_wood_01,"{'zh': '躬耕田野', 'en': 'Farmer'}","{'zh': '「血汗厩肥，耕稼之苦」', 'en': '""This is what real hard work smells like – blood, sweat and animal faeces.""'}",,,,
3k_main_ceo_node_career_generated_minister_earth_01,"{'zh': '明镜高悬', 'en': 'Magistrate'}","{'zh': '此人以法而治，宫府之事自是手到擒来', 'en': 'An important cog of law administration, who is no stranger to the pressures of bureaucracy.'}",,,,
3k_main_ceo_node_career_generated_minister_fire_01,"{'zh': '通同结党', 'en': 'Partisan'}","{'zh': '此人信念笃定，处事甚是偏执', 'en': 'Always led by conviction, this one exhibits clear bias in their opinions.'}",,,,
3k_main_ceo_node_career_generated_minister_metal_01,"{'zh': '裒刻征敛', 'en': 'Tax Collector'}","{'zh': '税吏征敛，民以为害，实乃不得不行之事', 'en': 'Tax collection is a necessary evil, as are its instruments.'}",,,,
3k_main_ceo_node_career_generated_minister_water_01,"{'zh': '无所偏私', 'en': 'Mediator'}","{'zh': '敌军纵使趁夜来袭，此人亦可观而察之', 'en': 'This person knows how to divide the cake in such a way that everyone believes they have the biggest slice.'}",,,,
3k_main_ceo_node_career_generated_minister_wood_01,"{'zh': '勤孝虔恭', 'en': 'Filial & Pious'}","{'zh': '「夫孝，德之本也，教之所由生也」', 'en': '""Respect for parents, elders, and ancestors is the root of all virtue, the stem from which all moral teachings grow.""'}",,,,
3k_main_ceo_node_career_generated_villager_earth_01,"{'zh': '明侦密访', 'en': 'Scout'}","{'zh': '每逢战事，此人必先行侦查，免遭敌军破袭之苦', 'en': 'Ranging forward, this general guards the troops against threats from without.'}",,,,
3k_main_ceo_node_career_generated_villager_fire_01,"{'zh': '弯弓纵猎', 'en': 'Hunter'}","{'zh': '控弦破左的，右发摧月支', 'en': 'Expert with the bow, they are able to strike their quarry from quite a distance.'}",,,,
3k_main_ceo_node_career_generated_villager_metal_01,"{'zh': '严行警哨', 'en': 'Lookout'}","{'zh': '敌军纵使趁夜来袭，此人亦可观而察之', 'en': 'Keen eyesight enables this person to spot the enemy clearly, even under cover of night.'}",,,,
3k_main_ceo_node_career_generated_villager_water_01,"{'zh': '学富五车', 'en': 'Savant'}","{'zh': '此人才华惊世骇俗，古今无两。', 'en': 'A most prodigious talent, beyond anything anyone has ever seen.'}",,,,
3k_main_ceo_node_career_generated_villager_wood_01,"{'zh': '劳工出身', 'en': 'Labourer'}","{'zh': '辛勤己事，便利万家。世事循环皆是如此。', 'en': ""They toil so that others don't have to, presumably. It is the order of things.""}",,,,
3k_main_ceo_node_career_historical_cai_mao_01,"{'zh': '舟师纵横', 'en': 'Competent Sailor'}","{'zh': '蔡瑁善水战，乃水中幼蛟，前途可期。', 'en': 'Cai Mao is adept of naval combat, and a budding admiral.'}",,,,
3k_main_ceo_node_career_historical_cao_ang_01,"{'zh': '丰愍王', 'en': 'Prince Min'}","{'zh': '生当为长兄，死亦为英烈。', 'en': 'Cao Ang’s fate is to one day be prince of the House of Cao, be it in life or in death.'}",,,,
3k_main_ceo_node_career_historical_cao_cao_01,"{'zh': '乱世奸雄', 'en': 'Strategic Mastermind'}","{'zh': '曹操狡谲，乘他人鹬蚌相持之际从中渔利', 'en': 'The wily Cao Cao sees opportunity in the hardships of others, skewing things to his advantage.'}",,,,
3k_main_ceo_node_career_historical_cao_pi_01,"{'zh': '庙堂龙犬', 'en': 'Political Animal'}","{'zh': '「疆场之上，一死而已；宫府之间，千生不足」', 'en': '""In war, you can only be killed once, but in politics, many times.""'}",,,,
3k_main_ceo_node_career_historical_cao_ren_01,"{'zh': '弓马弋猎', 'en': 'Brave Hunter'}","{'zh': '曹仁少好弓马弋猎，智勇无畏，堪称将才', 'en': 'The skills of a fearless outdoorsman – horse-riding, archery, and hunting – make Cao Ren a valued battlefield ally.'}",,,,
3k_main_ceo_node_career_historical_chen_gong_01,"{'zh': '有智而迟', 'en': 'Master Magistrate'}","{'zh': '陈宫有智而迟，大义持而后彰', 'en': 'Chen Gong knows that even great men are imperfect, and righteousness is often not immediately obvious.'}",,,,
3k_main_ceo_node_career_historical_cheng_pu_01,"{'zh': '荡寇将军', 'en': 'Bandit Killer'}","{'zh': '荡寇将军自负胆气，平扫万难', 'en': ""The General of the Household Who Defeats Bandits' is living proof that bravery can overcome adversity.""}",,,,
3k_main_ceo_node_career_historical_dian_wei_01,"{'zh': '古之恶来', 'en': 'Brute of Unmatched Power'}","{'zh': '「真乃古之恶来也！」', 'en': '""Such prowess! This is old Elai again!""'}",,,,
3k_main_ceo_node_career_historical_dong_zhuo_01,"{'zh': '狼戾贼忍', 'en': 'Cruel Tyrant'}","{'zh': '董卓欺君弄权，贪得无厌', 'en': ""Consumed by his hunger for power, Dong Zhuo's despotism knows no bounds.""}",,,,
3k_main_ceo_node_career_historical_fa_zheng_01,"{'zh': '睚眦必报', 'en': 'Vindictive Strategist'}","{'zh': '法正虽睚眦而必报，勿相为怨，免遭毁伤', 'en': 'The intelligent and vengeful Fa Zheng should not be crossed, lest you become the target of his deadly schemes.'}",,,,
3k_main_ceo_node_career_historical_gan_ning_01,"{'zh': '锦帆游侠', 'en': 'Pirate of the Bells'}","{'zh': '「孟德有张辽，孤有兴霸，足相敌也！」', 'en': '""Cao Cao may have Zhang Liao, but I have Gan Ning! Thus we are evenly matched.""'}",,,,
3k_main_ceo_node_career_historical_gao_dai,"{'zh': '精通史学', 'en': 'Master Historian'}","{'zh': '“以史为鉴，莫重蹈覆辙。”', 'en': '""There are lessons in the past; if we do not learn them, we are doomed""'}",,,,
3k_main_ceo_node_career_historical_gao_gan_01,"{'zh': '才志弘邈', 'en': 'Loyal Nephew'}","{'zh': '高干虽曾虎踞一时，然其忠心始终未泯', 'en': 'Ever the rebel, Gao Gan’s true allegiances shall only die when he does.'}",,,,
3k_main_ceo_node_career_historical_gong_du_01,"{'zh': '地统之才', 'en': 'Master of the Land'}","{'zh': '龚都绝非残虐匪类，而是有志善战之士', 'en': 'Far from being just a heartless bandit, Gong Du is a principled soldier of honour.'}",,,,
3k_main_ceo_node_career_historical_gongsun_du_01,"{'zh': '残暴不节', 'en': 'the Warlike'}","{'zh': '公孙度喋血乱战，为祸一方', 'en': 'In war, Gongsun Du does what is required of him; he revels in bloodshed and conquest.'}",,,,
3k_main_ceo_node_career_historical_gongsun_xu_01,"{'zh': '骁勇战将', 'en': 'Brave General'}","{'zh': '公孙续既知谋略，又有勇武，为守护边疆甘愿赴汤蹈火。', 'en': 'Gongsun Xu combines the tactical mind of a strategist, with the bravery and duty of a man who has risked his life on the frontlines countless times.'}",,,,
3k_main_ceo_node_career_historical_gongsun_zan_01,"{'zh': '铁腕将军', 'en': 'The Iron Fist General'}","{'zh': '镇守北疆，需控弦带甲，亦需风雷铁腕', 'en': 'Defence of the frontiers requires more than just the resources of a warlord, but also a merciless attitude.'}",,,,
3k_main_ceo_node_career_historical_guan_jing_01,"{'zh': '审时度势', 'en': 'Cautious Strategist'}","{'zh': '关靖谨慎非常，因而常被误认为懦夫，但实则是审慎明察之人。', 'en': ""Guan Jing's caution may sometimes be confused for cowardice, but its true source is observation.""}",,,,
3k_main_ceo_node_career_historical_guan_yu_01,"{'zh': '武圣', 'en': 'God of War'}","{'zh': '云长威震华夏，敢乱其大义者必斩之，真武圣也', 'en': 'A famed warrior and righteous slayer of all who dare oppose him, Guan Yu’s deification is already assured.'}",,,,
3k_main_ceo_node_career_historical_guo_jia_01,"{'zh': '鬼谋', 'en': 'Astute Advisor'}","{'zh': '郭嘉高识远见，不听其言必致败亡', 'en': 'Guo Jia is a confidant of unparalleled foresight – to ignore his counsel is to invite failure and defeat.'}",,,,
3k_main_ceo_node_career_historical_han_fu_01,"{'zh': '劝课农桑', 'en': 'Diligent Agriculturalist'}","{'zh': '韩馥劝农营田，乃使粮草运赴略无差池', 'en': 'Using his ability to manage food supplies with tireless efficiency, Han Fu is a most valuable logistician.'}",,,,
3k_main_ceo_node_career_historical_han_sui_01,"{'zh': '反复无常', 'en': 'Tireless Insurgent'}","{'zh': '韩遂跋扈经年，岂可屈居人下', 'en': 'Insurrection is in Han Sui’s blood. To him, subservience cannot be permanent.'}",,,,
3k_main_ceo_node_career_historical_he_man_01,"{'zh': '截天夜叉', 'en': 'The Most Powerful'}","{'zh': '「我乃截天夜叉何曼也！谁敢与我厮斗？」', 'en': '""I am He Man, the devil who shoots across the sky! Who dares challenge me?""'}",,,,
3k_main_ceo_node_career_historical_he_yi_01,"{'zh': '人统之才', 'en': 'Leader of the People'}","{'zh': '何仪执心坚住，劝服众人皈信正道', 'en': 'With unwavering faith, He Yi inspires others to follow in his righteous footsteps.'}",,,,
3k_main_ceo_node_career_historical_hua_xiong_01,"{'zh': '熊罴之将', 'en': 'Fierce Beast'}","{'zh': '华雄身长九尺，虎体狼腰，豹头猿臂，真乃一介猛士', 'en': 'With a head shaped like a leopard’s and ape-like shoulders, Hua Xiong’s ferocity is matched by his appearance.'}",,,,
3k_main_ceo_node_career_historical_huang_gai_01,"{'zh': '姿貌严毅', 'en': 'Unreadable Warrior'}","{'zh': '黄盖姿貌严毅，内心则忠贞无比', 'en': 'His outward demeanour belies his real allegiances – Huang Gai truly is the very definition of inscrutability.'}",,,,
3k_main_ceo_node_career_historical_huang_shao_01,"{'zh': '天统之才', 'en': 'Wielder of the Heavenly Way'}","{'zh': '欲举大义，若无渠帅则逢战必败', 'en': 'All uprisings, no matter how widespread, stand little chance of success without strong leadership.'}",,,,
3k_main_ceo_node_career_historical_huang_zhong_01,"{'zh': '廉颇之志', 'en': 'of the Ageless Strength'}","{'zh': '黄忠苍头似雪，犹显英雄，春秋于其何加焉？', 'en': 'The venerable Huang Zhong, to whom age is just a number, is frequently underestimated in battle.'}",,,,
3k_main_ceo_node_career_historical_huang_zu_01,"{'zh': '暗伏弓弩', 'en': 'Ranged Ambusher'}","{'zh': '黄祖最善百步之外阴袭敌军', 'en': 'Huang Zu likes to start offensives on the front foot, from a safe distance and out of sight.'}",,,,
3k_main_ceo_node_career_historical_huangfu_song_01,"{'zh': '汉室老将', 'en': 'Aged General'}","{'zh': '刀兵之际，历战多者为良将', 'en': 'In the brutal business of war, there is no better teacher than experience.'}",,,,
3k_main_ceo_node_career_historical_jia_long_01,"{'zh': '短视守成', 'en': 'Short-sighted Peacekeeper'}","{'zh': '贾龙多谋而少断，但仍缺乏谨慎', 'en': 'Jia Long may dedicate much time to forethought, yet still lacks caution now and then.'}",,,,
3k_main_ceo_node_career_historical_jia_xu_01,"{'zh': '文和乱武', 'en': 'The Blade in the Dark'}","{'zh': '帐中阴谋，祸乱天下', 'en': 'Decisions made in secret can have the deadliest outcomes.'}",,,,
3k_main_ceo_node_career_historical_jiang_wei_01,"{'zh': '麒麟儿', 'en': 'Budding Commander'}","{'zh': '姜维少年雄才，虽少历战阵，仍不失为凉州上士', 'en': 'Known for being an expert general despite his inexperience, Jiang Wei has a precocious talent for war.'}",,,,
3k_main_ceo_node_career_historical_kong_rong_01,"{'zh': '五经传人', 'en': 'Master Scholar'}","{'zh': '孔融博闻强记，奇逸卓荦，无愧圣人苗裔', 'en': 'Kong Rong claims descent from the great Confucius himself, attested to by his remarkable wit and scholarly fame.'}",,,,
3k_main_ceo_node_career_historical_kong_zhou_01,"{'zh': '坐而论道', 'en': 'Pure Conversationalist'}","{'zh': '孔伷清谈高论，嘘枯吹生，以此为修身之道', 'en': 'A master at the art of Qingtan, Kong Zhou utilises discussion and debate as a means of intellectual self-improvement.'}",,,,
3k_main_ceo_node_career_historical_lady_sun_01,"{'zh': '枭姬', 'en': 'The Rising Sun'}","{'zh': '正如旭日必将东升，孙仁也必将致力所愿', 'en': 'As surely as the sun rises, the Lady will always endeavour to get her way.'}",,,,
3k_main_ceo_node_career_historical_lady_zhen_01,"{'zh': '飘摇佳人', 'en': 'Elegant Survivor'}","{'zh': '在敌对派系之间生存，已是如履薄冰。而能受双方爱慕，则可说是丰功伟绩。', 'en': 'To step between warring factions is quite the task. To be loved by both? Quite the accomplishment.'}",,,,
3k_main_ceo_node_career_historical_li_han_01,"{'zh': '隐秘之主', 'en': 'Keeper of Secrets'}","{'zh': '李含善晓情资，其博学多识莫有不闻，然其所知之事实惹杀身之祸', 'en': 'Li Han draws information to himself; so well-regarded is his knowledge that he often fears his life is jeopardised by what he knows.'}",,,,
3k_main_ceo_node_career_historical_li_ru_01,"{'zh': '暗施毒计', 'en': 'Vicious Shadow'}","{'zh': '群凶祸国，必仗毒计', 'en': 'Behind every despot’s schemes is the intellect of a consummate strategist.'}",,,,
3k_main_ceo_node_career_historical_ling_tong_01,"{'zh': '果敢义士', 'en': 'Daring Errant'}","{'zh': '或鹰扬于沙场之上，或寻乐于战阵之间', 'en': 'For some men, war is a chance to prove one’s self and seek adventure.'}",,,,
3k_main_ceo_node_career_historical_liu_bei_01,"{'zh': '仁德之君', 'en': 'Virtuous Idealist'}","{'zh': '刘备世系虽难稽考，却是中山靖王之后，孝景皇帝玄孙', 'en': 'Despite having come from modest beginnings, the blood of ancient Han emperors flows through Liu Bei’s veins.'}",,,,
3k_main_ceo_node_career_historical_liu_biao_01,"{'zh': '汉室守成', 'en': 'Gentleman of the Han'}","{'zh': '刘表端庄老成，刑清国兴，无愧于汉室', 'en': 'A man seldom ruffled, Liu Biao demonstrates his aristocratic pedigree through stable officiality.'}",,,,
3k_main_ceo_node_career_historical_liu_dai_01,"{'zh': '宽厚爱民', 'en': 'Generous Attendant'}","{'zh': '刘岱性仁善，纵使宫廷之上刀光剑影，仍欲施善举，行仁政', 'en': 'In spite of the harsh realities of palace life, Liu Dai conducts himself according to his nature: with kindness and benevolence.'}",,,,
3k_main_ceo_node_career_historical_liu_xie_01,"{'zh': '孝献皇帝', 'en': 'Former Emperor'}","{'zh': '虽不再万人之上，亦当使万民太平', 'en': 'While no longer leading their people, they still strive to bring peace to the land.'}",,,,
3k_main_ceo_node_career_historical_liu_yan_01,"{'zh': '待机而动', 'en': 'Opportunistic Ruler'}","{'zh': '或观涂炭于天下，或借良机于眼前', 'en': 'Some men just want to watch the world burn, while others use the opportunities placed before them.'}",,,,
3k_main_ceo_node_career_historical_liu_yao_01,"{'zh': '民心所向', 'en': 'Welcoming Magistrate'}","{'zh': '刘繇听言称善，实则秉性贞廉，栖心淡泊', 'en': 'Liu Yao appears to be a ‘yes’ man, but is nevertheless known for his staunch incorruptibility.'}",,,,
3k_main_ceo_node_career_historical_liu_yu_01,"{'zh': '和戎互市', 'en': 'Prosperous Trader'}","{'zh': '刘虞广开胡市之利，民悦年登，府库充盈', 'en': 'Liu Yu’s rapport with foreigners and minorities has enabled him to amass considerable wealth from trade.'}",,,,
3k_main_ceo_node_career_historical_liu_zhang_01,"{'zh': '闭隘养力', 'en': 'Proponent of Peace'}","{'zh': '刘璋虽暗懦，然国富民盛，守之以恩，无所得罪也', 'en': 'A timid and suspicious noble, Liu Zhang displays a willingness to avoid war, even if that means surrender.'}",,,,
3k_main_ceo_node_career_historical_lu_bu_01,"{'zh': '无双飞将', 'en': 'Warrior Without Equal'}","{'zh': '吕布有虓虎之勇，而无英奇之略，轻狡反复，唯利是视', 'en': 'With unpredictable loyalty and unsurpassed martial skill, Lü Bu is the most dangerous warrior beneath the heavens.'}",,,,
